,ActNumber,Category,CommitteeReferral,CommitteeReferralComments,CouncilPeriod,Deemed,DeemedOn,DocumentUrl,Id,IntroductionDate,LawNumber,LegislationNumber,LegislationStatus,Modified,ShortTitle,Subcategory
123,ACR23-0111,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42733/CER23-0111-Introduction.pdf,42733,2019-06-03,,CER23-0111,Approved,2019-07-09,Kojo Nnamdi 20th Anniversary Recognition Resolution of 2019,Ceremonial Resolution
124,ACR23-0110,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42732/CER23-0110-Introduction.pdf,42732,2019-06-03,,CER23-0110,Approved,2019-07-09,Dr. Alice Rivlin Recognition Resolution of 2019,Ceremonial Resolution
125,ACR23-0109,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42731/CER23-0109-Introduction.pdf,42731,2019-06-03,,CER23-0109,Approved,2019-07-09,Romaine B. Thomas 90th Birthday Celebration Recognition Resolution of 2019,Ceremonial Resolution
126,ACR23-0108,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42730/CER23-0108-Introduction.pdf,42730,2019-06-03,,CER23-0108,Approved,2019-07-09,"John Tatum, Sr., Recognition Resolution of 2019",Ceremonial Resolution
127,ACR23-0107,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42729/CER23-0107-Introduction.pdf,42729,2019-06-03,,CER23-0107,Approved,2019-07-09,Loreen McNair Director of Admissions at Sheppard Pratt Hospital Recognition Resolution of 2019,Ceremonial Resolution
128,ACR23-0106,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42728/CER23-0106-Introduction.pdf,42728,2019-06-03,,CER23-0106,Approved,2019-07-09,Marion S. Barry Summer Youth Employment Program 40th Anniversary Recognition Resolution of 2019,Ceremonial Resolution
129,,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42993/PR23-0413-Introduction.pdf,42993,2019-06-26,,PR23-0413,Under Council Review,2019-07-08,Local Rent Supplement Program Contract No. 2018-LRSP-02A Approval and Payment Authorization Emergency Declaration Resolution of 2019,Emergency Declaration Resolution
130,,Bill,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42994/B23-0371-Introduction.pdf,42994,2019-06-26,,B23-0371,Under Council Review,2019-07-08,Local Rent Supplement Program Contract No. 2018-LRSP-02A Approval and Payment Authorization Emergency Act of 2019,Emergency Bill
131,,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42995/PR23-0414-Introduction.pdf,42995,2019-06-27,,PR23-0414,Under Council Review,2019-07-08,District of Columbia Housing Finance Agency Randle Hill Apartments Mortgage Revenue Bonds Emergency Declaration Resolution of 2019,Emergency Declaration Resolution
132,,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42996/PR23-0415-Introduction.pdf,42996,2019-06-27,,PR23-0415,Under Council Review,2019-07-08,District of Columbia Housing Finance Agency Randle Hill Apartments Mortgage Revenue Bonds Emergency Approval Resolution of 2019,Emergency Approval Resolution
133,,Reprogramming,Retained by the Council,,23,Approved,2019-07-01,http://lims.dccouncil.us/Download/42786/REPROG23-0019-Introduction.pdf,42786,2019-06-14,,REPROG23-0019,Deemed Approved,2019-07-08,"Request to reprogram $642,000 of Local Funds Budget Authority within the Office of Campaign Finance  ",Reprogramming
134,,Reprogramming,Retained by the Council,,23,Approved,2019-07-01,http://lims.dccouncil.us/Download/42785/REPROG23-0018-Introduction.pdf,42785,2019-06-14,,REPROG23-0018,Deemed Approved,2019-07-08,"Request to reprogram $335,300 of Local Funds Budget Authority from the Unemployment Compensation Fund to the Department of Employment Services ",Reprogramming
135,,Contract,Retained by the Council,,23,Approved,2019-07-01,http://lims.dccouncil.us/Download/42835/CA23-0195-Introduction.pdf,42835,2019-06-20,,CA23-0195,Deemed Approved,2019-07-08,"Proposed contract with Rohrer Enterprises, Inc. ",Contract
136,,Contract,Retained by the Council,,23,Approved,2019-07-01,http://lims.dccouncil.us/Download/42834/CA23-0194-Introduction.pdf,42834,2019-06-20,,CA23-0194,Deemed Approved,2019-07-08,"Proposed contract with Systems Integration, LLC ",Contract
137,,Contract,Retained by the Council,,23,Approved,2019-07-01,http://lims.dccouncil.us/Download/42833/CA23-0193-Introduction.pdf,42833,2019-06-20,,CA23-0193,Deemed Approved,2019-07-08,"Proposed contract to exercise Option Period Two (2) with Qlarant Quality Solutions, Inc. ",Contract
138,,Contract,Retained by the Council,,23,Approved,2019-06-30,http://lims.dccouncil.us/Download/42825/CA23-0192-Introduction.pdf,42825,2019-06-19,,CA23-0192,Deemed Approved,2019-07-08,"Proposed contract to exercise Option Year One (1) with PFC Associates, LLC ",Contract
139,,Contract,Retained by the Council,,23,Approved,2019-06-30,http://lims.dccouncil.us/Download/42824/CA23-0191-Introduction.pdf,42824,2019-06-19,,CA23-0191,Deemed Approved,2019-07-08,Proposed contract to exercise Option Year Three (3) with D.C. Central Kitchen ,Contract
140,,Contract,Retained by the Council,,23,Approved,2019-06-30,http://lims.dccouncil.us/Download/42823/CA23-0190-Introduction.pdf,42823,2019-06-19,,CA23-0190,Deemed Approved,2019-07-08,"Proposed contract to exercise Option Year Three (3) with Medical Transportation Management, Inc. ",Contract
141,,Contract,Retained by the Council,,23,Approved,2019-06-30,http://lims.dccouncil.us/Download/42822/CA23-0189-Introduction.pdf,42822,2019-06-19,,CA23-0189,Deemed Approved,2019-07-08,"Proposed contract to exercise Option Year Three (3) with SodexoMagic, LLC ",Contract
142,,Contract,Retained by the Council,,23,Approved,2019-06-30,http://lims.dccouncil.us/Download/42821/CA23-0188-Introduction.pdf,42821,2019-06-19,,CA23-0188,Deemed Approved,2019-07-08,"Proposed contract to exercise option year Four (4) with Tamah, LLC ",Contract
143,,Contract,Retained by the Council,,23,Approved,2019-06-27,http://lims.dccouncil.us/Download/42779/CA23-0182-Introduction.pdf,42779,2019-06-14,,CA23-0182,Deemed Approved,2019-07-08,Proposed Lease Agreement by and between the Board of Trustees of the University of the District of Columbia (UDC) and 4225 Connecticut Ave. NW Partnership LLC ,Contract
144,,Bill,Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/42908/B23-0366-Introduction.pdf,42908,2019-06-25,,B23-0366,Under Council Review,2019-07-08,Zaire Kelly Park Designation Act of 2019,Permanent Bill
145,R23-0151,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42848/PR23-0384-Introduction.pdf,42848,2019-06-20,,PR23-0384,Approved,2019-07-08,St. Elizabeths East Redevelopment Support Emergency Declaration Resolution of 2019,Emergency Declaration Resolution
146,R23-0150,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42876/PR23-0402-Introduction.pdf,42876,2019-06-25,,PR23-0402,Approved,2019-07-08,Department of Health Functions Clarification Emergency Declaration Resolution of 2019,Emergency Declaration Resolution
147,R23-0148,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42879/PR23-0403-Introduction.pdf,42879,2019-06-25,,PR23-0403,Approved,2019-07-08,Close Relative Caregiver Subsidy Pilot Program Establishment Emergency Declaration Resolution of 2019,Emergency Declaration Resolution
148,R23-0144,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42843/PR23-0382-Introduction.pdf,42843,2019-06-17,,PR23-0382,Approved,2019-07-08,"Modifications to Contract No. CW47840 with Change and Innovation Agency, LLC Approval and Payment Authorization Emergency Declaration Resolution of 2019",Emergency Declaration Resolution
149,R23-0143,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42845/PR23-0383-Introduction.pdf,42845,2019-06-17,,PR23-0383,Approved,2019-07-08,"Modifications to Contract No. CW47432 with Community Connections, Inc. Approval and Payment Authorization Emergency Declaration Resolution of 2019",Emergency Declaration Resolution
150,R23-0142,Resolution,Retained by the Council,,23,,,,42841,2019-06-17,,PR23-0381,Approved,2019-07-08,"Modifications to Contract No. CW47376 with Metropolitan Educational Solutions, LLC Approval and Payment Authorization Emergency Declaration Resolution of 2019",Emergency Declaration Resolution
151,R23-0141,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42827/PR23-0380-Introduction.pdf,42827,2019-06-20,,PR23-0380,Approved,2019-07-08,Primary Date Alteration Congressional Review Emergency Declaration Resolution of 2019,Congressional Review Emer. Decl. Resolution
152,R23-0140,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42874/PR23-0401-Introduction.pdf,42874,2019-06-25,,PR23-0401,Approved,2019-07-08,Florida Avenue Multimodal Project Completion Congressional Review Emergency Declaration Resolution of 2019,Congressional Review Emer. Decl. Resolution
153,,Bill,Committee on Education and Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/42891/B23-0365-Introduction.pdf,42891,2019-06-25,,B23-0365,Under Council Review,2019-07-02,Critical Risk Rate School Funding Designation Act of 2019,Permanent Bill
154,,Bill,"Committee on Education, Committee on Labor and Workforce Development, and Committee of the Whole",,23,,,http://lims.dccouncil.us/Download/42890/B23-0364-Introduction.pdf,42890,2019-06-25,,B23-0364,Under Council Review,2019-07-02,Equitable Evaluations for D.C. Public School Employees Amendment Act of 2019,Permanent Bill
155,,Bill,Committee on Human Services,,23,,,http://lims.dccouncil.us/Download/42889/B23-0363-Introduction.pdf,42889,2019-06-25,,B23-0363,Under Council Review,2019-07-02,Integrating Financial Capabilities Amendment Act of 2019,Permanent Bill
156,,Bill,Committee on Health,,23,,,http://lims.dccouncil.us/Download/42888/B23-0362-Introduction.pdf,42888,2019-06-25,,B23-0362,Under Council Review,2019-07-02,Maternal Health Care Improvement and Expansion Act of 2019,Permanent Bill
157,,Bill,Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/42887/B23-0361-Introduction.pdf,42887,2019-06-25,,B23-0361,Under Council Review,2019-07-02,Equal Access to Changing Tables Amendment Act of 2019,Permanent Bill
158,,Bill,Committee on Health,,23,,,http://lims.dccouncil.us/Download/42886/B23-0360-Introduction.pdf,42886,2019-06-25,,B23-0360,Under Council Review,2019-07-02,Continuing Nutrition Education Amendment Act of 2019,Permanent Bill
159,,Bill,Committee on Transportation and the Environment,,23,,,http://lims.dccouncil.us/Download/42885/B23-0359-Introduction.pdf,42885,2019-06-25,,B23-0359,Under Council Review,2019-07-02,Electric Mobility Devices Amendment Act of 2019,Permanent Bill
160,,Bill,Committee on Judiciary and Public Safety,,23,,,http://lims.dccouncil.us/Download/42859/B23-0353-Introduction.pdf,42859,2019-06-04,,B23-0353,Under Council Review,2019-07-02,East of the River High Risk Displacement Prevention Services and Fund Establishment Act of 2019,Permanent Bill
161,,Bill,Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/42745/B23-0328-Introduction.pdf,42745,2019-06-06,,B23-0328,Under Council Review,2019-07-02,"Closing of a Public Alley in Square 5017, S.O. 16-24507, Act of 2019",Permanent Bill
162,,Agenda,,,23,,,http://lims.dccouncil.us/Download/42971/AG23-0013-Agenda.pdf,42971,2019-06-25,,AG23-0013,Under Council Review,2019-07-02,THIRTEENTH LEGISLATIVE MEETING,Agenda
163,,Agenda,,,23,,,http://lims.dccouncil.us/Download/42970/AG23-0012-Agenda.pdf,42970,2019-06-18,,AG23-0012,Under Council Review,2019-07-02,TWELFTH (ADDITIONAL) LEGISLATIVE MEETING,Agenda
164,,Grant Budget Modification,Retained by the Council,,23,Approved,2019-06-27,http://lims.dccouncil.us/Download/42765/GBM23-0042-Introduction.pdf,42765,2019-06-12,,GBM23-0042,Deemed Approved,2019-07-01,"FY 2019 Grant Budget Modifications of May 29, 2019",Grant Budget Modification
165,,Grant Budget Modification,Retained by the Council,,23,Approved,2019-06-26,,42760,2019-06-11,,GBM23-0041,Deemed Approved,2019-07-01,"FY 2019 Grant Budget Modifications of May 23, 2019",Grant Budget Modification
166,,Contract,Retained by the Council,,23,Approved,2019-06-27,http://lims.dccouncil.us/Download/42784/CA23-0187-Introduction.pdf,42784,2019-06-14,,CA23-0187,Deemed Approved,2019-07-01,Proposed human care agreement to exercise option period three (3) with Universal Healthcare Management Services ,Contract
167,,Contract,Retained by the Council,,23,Approved,2019-06-27,http://lims.dccouncil.us/Download/42783/CA23-0186-Introduction.pdf,42783,2019-06-14,,CA23-0186,Deemed Approved,2019-07-01,"Proposed contract Modification No. 5 with MCN Build, Inc. ",Contract
168,,Contract,Retained by the Council,,23,Approved,2019-06-27,http://lims.dccouncil.us/Download/42782/CA23-0185-Introduction.pdf,42782,2019-06-14,,CA23-0185,Deemed Approved,2019-07-01,"Proposed contract Modification No. 4 with MCN Build, Inc.",Contract
169,,Contract,Retained by the Council,,23,Approved,2019-06-27,http://lims.dccouncil.us/Download/42781/CA23-0184-Introduction.pdf,42781,2019-06-14,,CA23-0184,Deemed Approved,2019-07-01,"Proposed contract modification No. 2 with MCN Build, Inc.",Contract
170,,Contract,Retained by the Council,,23,Approved,2019-06-27,,42780,2019-06-14,,CA23-0183,Deemed Approved,2019-07-01,"Proposed Change Order No. 13 with MCN Build, Inc. ",Contract
171,,Resolution,Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/42883/PR23-0404-Introduction.pdf,42883,2019-06-24,,PR23-0404,Under Council Review,2019-07-01,"Fiscal Year 2020 Income Tax Secured Revenue Bond, General Obligation Bond and General Obligation and Income Tax Secured Bond Anticipation Note Issuance Authorization Resolution of 2019",Proposed Resolution
172,,Resolution,Committee on Housing and Neighborhood Revitalization,,23,Disapproved,2019-11-25,http://lims.dccouncil.us/Download/42868/PR23-0395-Introduction.pdf,42868,2019-06-21,,PR23-0395,Under Council Review,2019-07-01,Rental Housing Commission Rupa Puttagunta Confirmation Resolution of 2019,Proposed Resolution
173,,Resolution,Committee on Housing and Neighborhood Revitalization,,23,Disapproved,2019-11-25,http://lims.dccouncil.us/Download/42867/PR23-0394-Introduction.pdf,42867,2019-06-21,,PR23-0394,Under Council Review,2019-07-01,District of Columbia Housing Finance Agency Board of Directors Bryan Scottie Irving Confirmation Resolution of 2019,Proposed Resolution
174,,Resolution,Committee on Housing and Neighborhood Revitalization,,23,Disapproved,2019-11-25,http://lims.dccouncil.us/Download/42866/PR23-0393-Introduction.pdf,42866,2019-06-21,,PR23-0393,Under Council Review,2019-07-01,District of Columbia Housing Finance Agency Board of Directors Buwa Binitie Confirmation Resolution of 2019,Proposed Resolution
175,,Resolution,Committee on Housing and Neighborhood Revitalization,,23,Disapproved,2019-11-25,http://lims.dccouncil.us/Download/42865/PR23-0392-Introduction.pdf,42865,2019-06-21,,PR23-0392,Under Council Review,2019-07-01,District of Columbia Housing Finance Agency Board of Directors Sheila Miller Confirmation Resolution of 2019,Proposed Resolution
176,,Resolution,Committee on Housing and Neighborhood Revitalization,,23,Disapproved,2019-11-25,http://lims.dccouncil.us/Download/42864/PR23-0391-Introduction.pdf,42864,2019-06-21,,PR23-0391,Under Council Review,2019-07-01,District of Columbia Housing Finance Agency Board of Directors Stanley Jackson Confirmation Resolution of 2019,Proposed Resolution
177,,Resolution,Committee on Judiciary and Public Safety,,23,Approved,2019-10-12,http://lims.dccouncil.us/Download/42863/PR23-0390-Introduction.pdf,42863,2019-06-21,,PR23-0390,Under Council Review,2019-07-01,Violence Fatality Review Committee Ari Davis Confirmation Resolution of 2019,Proposed Resolution
178,,Resolution,Committee on Judiciary and Public Safety,,23,Approved,2019-10-12,http://lims.dccouncil.us/Download/42862/PR23-0389-Introduction.pdf,42862,2019-06-21,,PR23-0389,Under Council Review,2019-07-01,Violence Fatality Review Committee Dannielle Hamilton Confirmation Resolution of 2019,Proposed Resolution
179,,Resolution,Committee on Judiciary and Public Safety,,23,Approved,2019-10-12,http://lims.dccouncil.us/Download/42861/PR23-0388-Introduction.pdf,42861,2019-06-21,,PR23-0388,Under Council Review,2019-07-01,Violence Fatality Review Committee Karen Barker Marcou Confirmation Resolution of 2019,Proposed Resolution
180,,Resolution,Committee on Judiciary and Public Safety,,23,Approved,2019-10-12,http://lims.dccouncil.us/Download/42860/PR23-0387-Introduction.pdf,42860,2019-06-21,,PR23-0387,Under Council Review,2019-07-01,Violence Fatality Review Committee Helaina Roisman Confirmation Resolution of 2019,Proposed Resolution
